latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
7.189,28.31,338.6,3.1,1.7,2020-02-19,1105,A,85,6.0NRT,305.7,131.8,D
8.107,34.271,363.1,1.1,1.1,2020-02-19,1105,A,100,6.0NRT,306.2,95.5,D
8.114,34.249,329.9,1.1,1.1,2020-02-19,1105,A,49,6.0NRT,309,16,D
8.143,34.317,338,1.1,1.1,2020-02-19,1105,A,86,6.0NRT,308.4,28.8,D
8.142,34.307,347.1,1.1,1.1,2020-02-19,1105,A,93,6.0NRT,308.2,48.9,D
8.14,34.297,334.4,1.1,1.1,2020-02-19,1105,A,83,6.0NRT,306.6,24.8,D
7.192,28.331,355.7,3.1,1.7,2020-02-19,1105,A,97,6.0NRT,307.6,307.5,D
7.188,28.303,326.7,3.1,1.7,2020-02-19,1105,A,68,6.0NRT,305.3,46.1,D
8.227,34.816,326.7,1.1,1,2020-02-19,1105,A,74,6.0NRT,309.3,9.1,D
8.226,34.807,324.3,1.1,1,2020-02-19,1105,A,69,6.0NRT,308.7,7,D
8.132,34.174,329.6,1.1,1.1,2020-02-19,1105,A,66,6.0NRT,308.7,19.5,D
8.141,34.172,326.5,1.1,1.1,2020-02-19,1105,A,56,6.0NRT,306.6,14.9,D
8.135,34.131,328.5,1.1,1.1,2020-02-19,1105,A,77,6.0NRT,304.1,21.3,D
8.203,34.522,331.5,1.1,1,2020-02-19,1105,A,80,6.0NRT,311.3,14.4,D
8.262,34.861,356.6,1.1,1,2020-02-19,1105,A,98,6.0NRT,308.7,66.4,D
8.26,34.851,326.3,1.1,1,2020-02-19,1105,A,53,6.0NRT,309.8,7.9,D
8.145,34.067,348.9,1.2,1.1,2020-02-19,1105,A,94,6.0NRT,306,60.4,D
8.143,34.056,324.7,1.2,1.1,2020-02-19,1105,A,63,6.0NRT,305,14.7,D
8.278,34.908,332.3,1.1,1,2020-02-19,1105,A,81,6.0NRT,308.2,18,D
8.193,34.33,328.8,1.1,1.1,2020-02-19,1105,A,0,6.0NRT,306.7,18.2,D
8.154,34.065,346.4,1.2,1.1,2020-02-19,1105,A,92,6.0NRT,304.2,54.3,D
8.153,34.055,325.4,1.2,1.1,2020-02-19,1105,A,64,6.0NRT,305.7,15.5,D
8.364,35.377,328.3,1,1,2020-02-19,1105,A,57,6.0NRT,304.9,20.3,D
8.373,35.375,334.7,1,1,2020-02-19,1105,A,81,6.0NRT,301.5,28.3,D
8.359,35.217,328.9,1,1,2020-02-19,1105,A,74,6.0NRT,307,15.7,D
8.341,35.028,346.4,1.1,1,2020-02-19,1105,A,92,6.0NRT,314.5,41.1,D
8.194,34.043,330.2,1.2,1.1,2020-02-19,1105,A,26,6.0NRT,310,18,D
8.293,34.643,343.1,1.1,1,2020-02-19,1105,A,90,6.0NRT,311.1,35.2,D
8.292,34.633,332,1.1,1,2020-02-19,1105,A,80,6.0NRT,310.9,15.6,D
8.202,33.772,337.8,1.2,1.1,2020-02-19,1105,A,80,6.0NRT,311.9,30.3,D
8.221,33.675,321.9,1.2,1.1,2020-02-19,1105,A,55,6.0NRT,304.5,11.3,D
7.867,31.414,331.2,1.7,1.3,2020-02-19,1105,A,56,6.0NRT,302.9,36.6,D
7.511,29.229,342,2.6,1.6,2020-02-19,1105,A,71,6.0NRT,306.8,131.5,D
8.346,34.438,328.1,1.1,1,2020-02-19,1105,A,70,6.0NRT,310.3,7.7,D
8.412,34.818,328,1.1,1,2020-02-19,1105,A,65,6.0NRT,309.8,9.5,D
8.328,34.256,331.8,1.1,1.1,2020-02-19,1105,A,70,6.0NRT,312.8,10.5,D
8.327,34.246,332.2,1.1,1.1,2020-02-19,1105,A,68,6.0NRT,312,11.1,D
8.431,34.825,334.1,1.1,1,2020-02-19,1105,A,81,6.0NRT,312.6,18.3,D
8.427,34.796,331.1,1.1,1,2020-02-19,1105,A,76,6.0NRT,310.2,13.5,D
8.423,34.639,349.8,1.1,1,2020-02-19,1105,A,94,6.0NRT,306.1,58.2,D
8.422,34.629,326.3,1.1,1,2020-02-19,1105,A,61,6.0NRT,305.9,14.7,D
8.469,34.887,337,1.1,1,2020-02-19,1105,A,84,6.0NRT,313.6,21.5,D
8.432,34.638,340.9,1.1,1,2020-02-19,1105,A,88,6.0NRT,301.5,39.3,D
8.431,34.628,342.1,1.1,1,2020-02-19,1105,A,88,6.0NRT,305.6,40.6,D
8.464,34.805,325.9,1.1,1,2020-02-19,1105,A,65,6.0NRT,309.1,9.6,D
8.455,34.747,327.2,1.1,1,2020-02-19,1105,A,37,6.0NRT,310.5,11.9,D
8.462,34.667,322.2,1.1,1,2020-02-19,1105,A,51,6.0NRT,303.5,14,D
8.319,33.654,334.5,1.2,1.1,2020-02-19,1105,A,61,6.0NRT,315.9,14.8,D
8.318,33.643,336.5,1.2,1.1,2020-02-19,1105,A,63,6.0NRT,316.3,19.1,D
8.329,33.653,340.8,1.2,1.1,2020-02-19,1105,A,87,6.0NRT,316,25.6,D
8.327,33.642,344.7,1.2,1.1,2020-02-19,1105,A,90,6.0NRT,313.2,34.4,D
7.757,30.003,350.2,2.3,1.5,2020-02-19,1105,A,94,6.0NRT,307,151,D
7.753,29.983,380.4,2.3,1.5,2020-02-19,1105,A,100,6.0NRT,310.3,457.1,D
7.75,29.962,383,2.3,1.5,2020-02-19,1105,A,100,6.0NRT,309.1,500.7,D
7.747,29.942,346.6,2.3,1.5,2020-02-19,1105,A,91,6.0NRT,301.5,140,D
7.766,29.98,326.4,2.3,1.5,2020-02-19,1105,A,55,6.0NRT,304.4,30.3,D
8.577,35.19,341.1,1,1,2020-02-19,1105,A,87,6.0NRT,313.2,27.5,D
8.575,35.181,331.4,1,1,2020-02-19,1105,A,63,6.0NRT,313.6,11.6,D
8.393,33.947,327.2,1.2,1.1,2020-02-19,1105,A,54,6.0NRT,309.8,11.5,D
8.318,33.314,326.8,1.3,1.1,2020-02-19,1105,A,70,6.0NRT,305.6,20.5,D
8.328,33.313,325.8,1.3,1.1,2020-02-19,1105,A,67,6.0NRT,304.2,18.1,D
8.485,34.2,335.1,1.1,1.1,2020-02-19,1105,A,82,6.0NRT,314.1,14.5,D
8.483,34.189,338.4,1.1,1.1,2020-02-19,1105,A,85,6.0NRT,315.5,20.9,D
8.78,36.146,324.8,1,1,2020-02-19,1105,A,57,6.0NRT,304.7,11.8,D
8.42,33.643,363.9,1.2,1.1,2020-02-19,1105,A,100,6.0NRT,308.1,105.2,D
8.536,34.284,330,1.1,1.1,2020-02-19,1105,A,69,6.0NRT,310.7,9.6,D
8.412,33.454,337.2,1.2,1.1,2020-02-19,1105,A,67,6.0NRT,312.7,29.4,D
8.41,33.443,339.7,1.2,1.1,2020-02-19,1105,A,79,6.0NRT,315.3,33,D
8.813,36.123,326.4,1,1,2020-02-19,1105,A,65,6.0NRT,306.6,14.3,D
8.865,36.417,327.5,1,1,2020-02-19,1105,A,66,6.0NRT,307.9,14.1,D
8.727,35.397,350.5,1,1,2020-02-19,1105,A,89,6.0NRT,305,52.2,D
8.485,33.661,339.6,1.2,1.1,2020-02-19,1105,A,86,6.0NRT,315,30.4,D
7.697,28.785,327.2,2.8,1.6,2020-02-19,1105,A,69,6.0NRT,308.4,30,D
8.839,35.921,331.3,1,1,2020-02-19,1105,A,76,6.0NRT,308.2,17.7,D
8.599,34.29,328.9,1.1,1.1,2020-02-19,1105,A,63,6.0NRT,311.6,8.8,D
8.745,35.21,325.1,1,1,2020-02-19,1105,A,52,6.0NRT,308.2,8.3,D
8.744,35.2,331.3,1,1,2020-02-19,1105,A,75,6.0NRT,309.2,15.3,D
8.741,35.182,326.2,1,1,2020-02-19,1105,A,56,6.0NRT,312.2,7.8,D
8.492,33.515,358.7,1.2,1.1,2020-02-19,1105,A,99,6.0NRT,312.4,88.5,D
8.188,31.549,340,1.7,1.3,2020-02-19,1105,A,87,6.0NRT,310.4,46.6,D
8.76,35.245,337.9,1,1,2020-02-19,1105,A,79,6.0NRT,308.2,27.6,D
8.202,31.562,334.3,1.7,1.3,2020-02-19,1105,A,82,6.0NRT,310.8,26.8,D
8.199,31.547,346,1.7,1.3,2020-02-19,1105,A,92,6.0NRT,309.1,69.4,D
8.862,35.89,328.3,1,1,2020-02-19,1105,A,71,6.0NRT,312.6,13.3,D
8.861,35.881,327.6,1,1,2020-02-19,1105,A,69,6.0NRT,310.4,12.6,D
8.893,35.913,325.2,1,1,2020-02-19,1105,A,55,6.0NRT,310.2,9.4,D
8.648,34.231,354.5,1.1,1.1,2020-02-19,1105,A,97,6.0NRT,316.1,57.2,D
8.556,33.605,340.1,1.2,1.1,2020-02-19,1105,A,87,6.0NRT,304.6,43.8,D
8.554,33.594,320.9,1.2,1.1,2020-02-19,1105,A,47,6.0NRT,304.1,11.2,D
8.655,34.234,333.1,1.1,1.1,2020-02-19,1105,A,76,6.0NRT,314.7,14.7,D
8.653,34.223,332,1.1,1.1,2020-02-19,1105,A,64,6.0NRT,315,13.2,D
8.559,33.609,338,1.2,1.1,2020-02-19,1105,A,85,6.0NRT,303.5,36.1,D
8.558,33.598,327.3,1.2,1.1,2020-02-19,1105,A,69,6.0NRT,304.9,18.4,D
8.957,36.217,336.3,1,1,2020-02-19,1105,A,82,6.0NRT,308.9,22.8,D
8.851,35.422,329.5,1,1,2020-02-19,1105,A,65,6.0NRT,305.9,17.6,D
8.292,31.766,363.2,1.6,1.2,2020-02-19,1105,A,100,6.0NRT,307.7,159.9,D
8.602,33.558,322.1,1.2,1.1,2020-02-19,1105,A,58,6.0NRT,304.3,12.5,D
8.972,36.004,335.6,1,1,2020-02-19,1105,A,65,6.0NRT,315.1,21.5,D
8.963,35.942,330.8,1,1,2020-02-19,1105,A,75,6.0NRT,306.4,18.9,D
8.961,35.933,325,1,1,2020-02-19,1105,A,58,6.0NRT,306.6,11.7,D
8.624,33.643,342.7,1.2,1.1,2020-02-19,1105,A,89,6.0NRT,310.1,38,D
8.623,33.633,364.1,1.2,1.1,2020-02-19,1105,A,100,6.0NRT,310,104.3,D
8.611,33.557,343.8,1.2,1.1,2020-02-19,1105,A,90,6.0NRT,304.8,51.8,D
8.576,33.325,328.7,1.3,1.1,2020-02-19,1105,A,60,6.0NRT,309.4,17.3,D
8.97,35.931,326.8,1,1,2020-02-19,1105,A,65,6.0NRT,307.9,13.8,D
8.634,33.642,346.9,1.2,1.1,2020-02-19,1105,A,86,6.0NRT,306.4,49.3,D
8.632,33.631,359.1,1.2,1.1,2020-02-19,1105,A,99,6.0NRT,309.4,87.2,D
8.631,33.62,339.7,1.2,1.1,2020-02-19,1105,A,86,6.0NRT,308.6,35.9,D
8.623,33.566,335.9,1.2,1.1,2020-02-19,1105,A,83,6.0NRT,304.3,33.3,D
8.979,35.93,333.4,1,1,2020-02-19,1105,A,73,6.0NRT,305.9,20.3,D
8.978,35.921,382.2,1,1,2020-02-19,1105,A,100,6.0NRT,312.8,150.9,D
8.976,35.912,328.1,1,1,2020-02-19,1105,A,46,6.0NRT,304.8,14.4,D
8.721,34.162,338.9,1.1,1.1,2020-02-19,1105,A,86,6.0NRT,311.2,24.3,D
8.72,34.151,361.8,1.1,1.1,2020-02-19,1105,A,100,6.0NRT,313.5,85.1,D
8.645,33.651,342.4,1.2,1.1,2020-02-19,1105,A,80,6.0NRT,304.4,44.1,D
8.644,33.64,362.7,1.2,1.1,2020-02-19,1105,A,100,6.0NRT,306.3,102.6,D
8.642,33.63,385.5,1.2,1.1,2020-02-19,1105,A,100,6.0NRT,310.3,212.4,D
8.641,33.619,332,1.2,1.1,2020-02-19,1105,A,79,6.0NRT,307.7,23.7,D
8.654,33.639,326.4,1.2,1.1,2020-02-19,1105,A,26,6.0NRT,301.4,15.5,D
8.652,33.628,347.3,1.2,1.1,2020-02-19,1105,A,92,6.0NRT,306,58.3,D
8.65,33.617,325.1,1.2,1.1,2020-02-19,1105,A,67,6.0NRT,306.3,14.6,D
8.655,33.633,342.1,1.2,1.1,2020-02-19,1105,A,82,6.0NRT,303.2,42.8,D
8.653,33.622,337,1.2,1.1,2020-02-19,1105,A,76,6.0NRT,306.9,32.1,D
8.665,33.632,357.9,1.2,1.1,2020-02-19,1105,A,98,6.0NRT,304,87.1,D
8.621,33.347,325.8,1.2,1.1,2020-02-19,1105,A,69,6.0NRT,305.7,16.8,D
8.674,33.63,349.6,1.2,1.1,2020-02-19,1105,A,94,6.0NRT,305.3,64.1,D
8.682,33.618,337.8,1.2,1.1,2020-02-19,1105,A,84,6.0NRT,303.5,33.9,D
8.679,33.596,342.2,1.2,1.1,2020-02-19,1105,A,89,6.0NRT,306.1,44.4,D
8.676,33.575,334.6,1.2,1.1,2020-02-19,1105,A,82,6.0NRT,306.4,30.1,D
8.842,34.615,342.8,1.1,1,2020-02-19,1105,A,89,6.0NRT,303.9,45.2,D
8.84,34.605,330.4,1.1,1,2020-02-19,1105,A,75,6.0NRT,304.3,23.8,D
9.048,35.96,334.2,1,1,2020-02-19,1105,A,80,6.0NRT,315.2,18.6,D
8.847,34.585,337.2,1.1,1,2020-02-19,1105,A,84,6.0NRT,303.9,31.9,D
8.845,34.574,348.9,1.1,1,2020-02-19,1105,A,93,6.0NRT,307.6,55.5,D
8.854,34.573,330.2,1.1,1,2020-02-19,1105,A,75,6.0NRT,305.8,20.3,D
8.849,34.534,335,1.1,1,2020-02-19,1105,A,81,6.0NRT,307.1,25.9,D
8.72,33.667,323.1,1.2,1.1,2020-02-19,1105,A,62,6.0NRT,303.3,12.6,D
8.713,33.624,328.6,1.2,1.1,2020-02-19,1105,A,66,6.0NRT,304,18.9,D
8.711,33.613,345.3,1.2,1.1,2020-02-19,1105,A,91,6.0NRT,305,51.3,D
8.871,34.621,323,1.1,1,2020-02-19,1105,A,56,6.0NRT,299.9,16.1,D
8.869,34.61,321.4,1.1,1,2020-02-19,1105,A,42,6.0NRT,304.8,13.3,D
8.859,34.542,334.8,1.1,1,2020-02-19,1105,A,81,6.0NRT,305.6,24.6,D
8.858,34.533,328.9,1.1,1,2020-02-19,1105,A,50,6.0NRT,307.2,15.5,D
8.721,33.612,338.5,1.2,1.1,2020-02-19,1105,A,86,6.0NRT,304.4,35.8,D
8.72,33.601,326.6,1.2,1.1,2020-02-19,1105,A,53,6.0NRT,305.9,14,D
8.427,31.68,335.2,1.6,1.3,2020-02-19,1105,A,83,6.0NRT,309.3,34.6,D
8.425,31.665,331.3,1.6,1.3,2020-02-19,1105,A,79,6.0NRT,311.4,23.3,D
8.819,34.203,332.5,1.1,1.1,2020-02-19,1105,A,79,6.0NRT,311.1,15.5,D
8.775,33.907,332.8,1.2,1.1,2020-02-19,1105,A,51,6.0NRT,313.8,14.8,D
8.773,33.896,353.8,1.2,1.1,2020-02-19,1105,A,96,6.0NRT,313,64,D
8.726,33.578,325.6,1.2,1.1,2020-02-19,1105,A,57,6.0NRT,304.4,14.6,D
8.724,33.567,327.8,1.2,1.1,2020-02-19,1105,A,73,6.0NRT,304.5,19.5,D
8.739,33.598,320.3,1.2,1.1,2020-02-19,1105,A,36,6.0NRT,304,7.4,D
9.106,35.972,332.5,1,1,2020-02-19,1105,A,77,6.0NRT,312.6,18,D
8.764,33.61,326.8,1.2,1.1,2020-02-19,1105,A,72,6.0NRT,303.3,16.7,D
8.354,31.005,332.1,1.8,1.3,2020-02-19,1105,A,79,6.0NRT,309.8,29.7,D
8.925,34.486,328.1,1.1,1,2020-02-19,1105,A,41,6.0NRT,309.1,14.4,D
8.878,34.042,333.8,1.1,1.1,2020-02-19,1105,A,49,6.0NRT,311.2,14.5,D
8.843,33.525,326.9,1.2,1.1,2020-02-19,1105,A,62,6.0NRT,306,17.9,D
8.629,32.081,343.8,1.5,1.2,2020-02-19,1105,A,89,6.0NRT,308.9,64.8,D
8.642,32.092,352.7,1.5,1.2,2020-02-19,1105,A,96,6.0NRT,306.1,98.4,D
8.64,32.079,461,1.5,1.2,2020-02-19,1105,A,100,6.0NRT,328.1,1552.6,D
8.638,32.065,356.9,1.5,1.2,2020-02-19,1105,A,98,6.0NRT,314,110.1,D
8.874,33.532,331,1.2,1.1,2020-02-19,1105,A,69,6.0NRT,310.3,20.2,D
8.653,32.091,353.2,1.5,1.2,2020-02-19,1105,A,96,6.0NRT,309.3,100.8,D
8.65,32.077,394,1.5,1.2,2020-02-19,1105,A,100,6.0NRT,317.2,371.6,D
8.648,32.064,329.1,1.5,1.2,2020-02-19,1105,A,53,6.0NRT,310.8,17.6,D
9.325,36.548,334.3,1,1,2020-02-19,1105,A,68,6.0NRT,317.6,12.6,D
9.334,36.547,340.8,1,1,2020-02-19,1105,A,86,6.0NRT,317.8,21.6,D
9.257,36.008,391.6,1,1,2020-02-19,1105,A,100,6.0NRT,313.8,193.4,D
9.256,35.999,339,1,1,2020-02-19,1105,A,84,6.0NRT,309,27.5,D
9.082,34.618,327.3,1.1,1,2020-02-19,1105,A,35,6.0NRT,313.9,15,D
9.041,34.346,321.9,1.1,1,2020-02-19,1105,A,49,6.0NRT,308.5,9.3,D
9.369,36.462,357.5,1,1,2020-02-19,1105,A,98,6.0NRT,323.2,53.1,D
9.378,36.46,343.5,1,1,2020-02-19,1105,A,69,6.0NRT,324,23.2,D
9.324,36.083,333,1,1,2020-02-19,1105,A,28,6.0NRT,313.1,14.3,D
9.407,36.539,338.1,1,1,2020-02-19,1105,A,76,6.0NRT,317.5,15,D
9.348,36.126,332.1,1,1,2020-02-19,1105,A,56,6.0NRT,311.2,13.7,D
9.089,34.348,322.7,1.1,1,2020-02-19,1105,A,54,6.0NRT,306.2,8.6,D
9.086,34.329,335.9,1.1,1,2020-02-19,1105,A,82,6.0NRT,307.3,25.4,D
9.084,34.319,346.5,1.1,1,2020-02-19,1105,A,91,6.0NRT,309.5,47.2,D
9.061,34.159,329,1.1,1.1,2020-02-19,1105,A,73,6.0NRT,303.4,20.3,D
9.059,34.15,324.7,1.1,1.1,2020-02-19,1105,A,64,6.0NRT,303.8,14.8,D
9.094,34.317,330.2,1.1,1,2020-02-19,1105,A,75,6.0NRT,308.4,17,D
9.092,34.307,331.5,1.1,1,2020-02-19,1105,A,77,6.0NRT,307,19.1,D
9.641,38.07,331.5,1.1,1,2020-02-19,1105,A,74,6.0NRT,312.7,12.8,D
8.605,30.969,345.1,1.8,1.3,2020-02-19,1105,A,91,6.0NRT,305.1,89.9,D
9.126,34.306,325,1.1,1,2020-02-19,1105,A,61,6.0NRT,307.5,10.4,D
8.602,30.981,331.5,1.8,1.3,2020-02-19,1105,A,78,6.0NRT,303.1,34.1,D
8.599,30.965,334.8,1.8,1.3,2020-02-19,1105,A,82,6.0NRT,304,47,D
9.709,38.322,338,1.1,1.1,2020-02-19,1105,A,83,6.0NRT,314.1,27,D
9.177,34.579,333.7,1.1,1,2020-02-19,1105,A,62,6.0NRT,314.1,18,D
9.014,33.375,331.1,1.2,1.1,2020-02-19,1105,A,77,6.0NRT,305.9,26.5,D
8.842,32.265,331.4,1.5,1.2,2020-02-19,1105,A,50,6.0NRT,306.1,31.9,D
8.853,32.264,338.8,1.5,1.2,2020-02-19,1105,A,73,6.0NRT,308.1,46.8,D
8.876,32.273,333.9,1.5,1.2,2020-02-19,1105,A,52,6.0NRT,308.4,32.5,D
9.458,36.122,335.3,1,1,2020-02-19,1105,A,60,6.0NRT,314.5,13.2,D
9.456,36.113,345.7,1,1,2020-02-19,1105,A,90,6.0NRT,318.1,30.3,D
8.883,32.246,332.9,1.5,1.2,2020-02-19,1105,A,65,6.0NRT,311.7,20,D
8.899,32.283,335.8,1.4,1.2,2020-02-19,1105,A,35,6.0NRT,306.7,36.6,D
8.895,32.257,352.5,1.5,1.2,2020-02-19,1105,A,96,6.0NRT,312,81,D
8.893,32.244,348.9,1.5,1.2,2020-02-19,1105,A,93,6.0NRT,313.4,66.7,D
9.501,36.299,341.9,1,1,2020-02-19,1105,A,86,6.0NRT,313.7,26.1,D
9.5,36.29,334.1,1,1,2020-02-19,1105,A,50,6.0NRT,316.6,12.3,D
9.526,36.399,336.9,1,1,2020-02-19,1105,A,66,6.0NRT,315.9,17.9,D
9.525,36.39,332.1,1,1,2020-02-19,1105,A,53,6.0NRT,315.2,12.2,D
9.512,36.3,327,1,1,2020-02-19,1105,A,32,6.0NRT,313.2,6.1,D
8.9,32.25,349.1,1.5,1.2,2020-02-19,1105,A,94,6.0NRT,313.5,67.3,D
9.309,34.843,327.4,1,1,2020-02-19,1105,A,52,6.0NRT,311.6,9.4,D
9.545,36.405,333,1,1,2020-02-19,1105,A,51,6.0NRT,317,9.3,D
9.244,34.342,331.9,1.1,1,2020-02-19,1105,A,75,6.0NRT,310.6,18.3,D
9.263,34.409,353.7,1.1,1,2020-02-19,1105,A,96,6.0NRT,309.3,64.3,D
9.262,34.399,353.3,1.1,1,2020-02-19,1105,A,96,6.0NRT,313.5,63.3,D
9.2,33.989,344.8,1.1,1.1,2020-02-19,1105,A,90,6.0NRT,311.3,37,D
8.938,32.283,333.4,1.4,1.2,2020-02-19,1105,A,22,6.0NRT,303.6,34.9,D
8.789,31.347,332.7,1.7,1.3,2020-02-19,1105,A,77,6.0NRT,311.6,26.8,D
8.801,31.345,331.4,1.7,1.3,2020-02-19,1105,A,78,6.0NRT,312.4,24.3,D
9.578,36.446,341,1,1,2020-02-19,1105,A,86,6.0NRT,313.8,22.1,D
8.58,29.729,329.7,2.3,1.5,2020-02-19,1105,A,58,6.0NRT,308.6,24.7,D
9.521,35.794,328.7,1,1,2020-02-19,1105,A,62,6.0NRT,306.9,14.1,D
8.653,30.022,330.3,2.2,1.4,2020-02-19,1105,A,75,6.0NRT,309.1,32.8,D
8.577,29.724,328.9,2.3,1.5,2020-02-19,1105,A,36,6.0NRT,308.6,21.4,D
9.305,34.205,333.3,1.1,1,2020-02-19,1105,A,53,6.0NRT,312.2,14.6,D
9.304,34.195,332.6,1.1,1.1,2020-02-19,1105,A,49,6.0NRT,313.3,12.7,D
8.652,30.017,332.7,2.2,1.4,2020-02-19,1105,A,79,6.0NRT,308.7,43.7,D
9.642,36.248,333.2,1,1,2020-02-19,1105,A,66,6.0NRT,317.4,14,D
8.601,29.463,324.7,2.4,1.5,2020-02-19,1105,A,48,6.0NRT,303,49.6,D
8.54,29.087,335.6,2.6,1.5,2020-02-19,1105,A,59,6.0NRT,303.4,92.2,D
9.65,36.246,337.4,1,1,2020-02-19,1105,A,71,6.0NRT,311.2,20.3,D
9.459,34.863,351.7,1,1,2020-02-19,1105,A,94,6.0NRT,314.1,50.5,D
9.458,34.854,344.6,1,1,2020-02-19,1105,A,88,6.0NRT,313.4,37.1,D
9.288,33.705,327.6,1.2,1.1,2020-02-19,1105,A,50,6.0NRT,308.3,15.6,D
9.586,35.668,324.5,1,1,2020-02-19,1105,A,39,6.0NRT,308.3,9,D
9.826,37.226,332.7,1,1,2020-02-19,1105,A,57,6.0NRT,310.2,18.6,D
9.738,36.595,354.9,1,1,2020-02-19,1105,A,96,6.0NRT,311.9,59.9,D
9.737,36.585,344.7,1,1,2020-02-19,1105,A,87,6.0NRT,311,37.9,D
9.649,35.91,332.2,1,1,2020-02-19,1105,A,69,6.0NRT,310,14.1,D
9.7,36.196,340.5,1,1,2020-02-19,1105,A,86,6.0NRT,313,24.5,D
9.658,35.908,329.9,1,1,2020-02-19,1105,A,59,6.0NRT,309,11.5,D
9.449,34.479,326.1,1.1,1,2020-02-19,1105,A,55,6.0NRT,310.2,7.2,D
9.67,35.925,355.4,1,1,2020-02-19,1105,A,97,6.0NRT,307,58.1,D
9.27,33.236,332.4,1.2,1.1,2020-02-19,1105,A,77,6.0NRT,313.3,15.8,D
9.268,33.225,328.6,1.2,1.1,2020-02-19,1105,A,58,6.0NRT,313.1,10.4,D
9.72,36.211,336.2,1,1,2020-02-19,1105,A,71,6.0NRT,310.5,20.3,D
9.719,36.202,333.4,1,1,2020-02-19,1105,A,63,6.0NRT,314.9,14.9,D
9.679,35.924,368.9,1,1,2020-02-19,1105,A,100,6.0NRT,308.9,96.3,D
8.89,30.676,330.2,1.9,1.3,2020-02-19,1105,A,62,6.0NRT,306.1,36.4,D
8.885,30.642,336.9,1.9,1.4,2020-02-19,1105,A,82,6.0NRT,308.5,59.5,D
9.698,35.866,334.6,1,1,2020-02-19,1105,A,79,6.0NRT,309,22.4,D
9.71,35.892,328,1,1,2020-02-19,1105,A,46,6.0NRT,307.2,12.2,D
9.709,35.883,326.3,1,1,2020-02-19,1105,A,50,6.0NRT,305,11.2,D
9.494,34.402,341.5,1.1,1,2020-02-19,1105,A,86,6.0NRT,315.8,29.6,D
9.492,34.392,376.5,1.1,1,2020-02-19,1105,A,100,6.0NRT,315.6,135.1,D
8.842,30.135,333.3,2.1,1.4,2020-02-19,1105,A,65,6.0NRT,306.4,48,D
8.842,30.057,329.7,2.1,1.4,2020-02-19,1105,A,59,6.0NRT,307.1,36.8,D
9.417,33.727,329.9,1.2,1.1,2020-02-19,1105,A,54,6.0NRT,310,14.9,D
8.842,30.13,335.4,2.1,1.4,2020-02-19,1105,A,76,6.0NRT,306.6,58.7,D
9.778,36.105,343.3,1,1,2020-02-19,1105,A,88,6.0NRT,307.8,35.5,D
9.777,36.096,337,1,1,2020-02-19,1105,A,82,6.0NRT,310.6,25,D
8.842,30.052,327.5,2.1,1.4,2020-02-19,1105,A,52,6.0NRT,307.2,29.1,D
9.753,35.741,331.5,1,1,2020-02-19,1105,A,61,6.0NRT,309.3,16.6,D
9.743,35.669,335.1,1,1,2020-02-19,1105,A,79,6.0NRT,310.6,18.4,D
9.595,34.656,333.3,1.1,1,2020-02-19,1105,A,56,6.0NRT,312.5,12.6,D
8.892,30.121,394.3,2.1,1.4,2020-02-19,1105,A,100,6.0NRT,310.7,605.4,D
8.889,30.102,356.8,2.1,1.4,2020-02-19,1105,A,98,6.0NRT,306.2,179.2,D
9.812,36.091,337.3,1,1,2020-02-19,1105,A,82,6.0NRT,306.2,25.3,D
9.811,36.082,338,1,1,2020-02-19,1105,A,83,6.0NRT,308.5,26.7,D
9.81,36.073,326,1,1,2020-02-19,1105,A,58,6.0NRT,307.7,9.4,D
9.761,35.731,324.5,1,1,2020-02-19,1105,A,26,6.0NRT,310,7.5,D
9.604,34.655,331.3,1.1,1,2020-02-19,1105,A,60,6.0NRT,315.9,10.8,D
9.821,36.09,363.4,1,1,2020-02-19,1105,A,100,6.0NRT,305.1,82.7,D
9.82,36.081,363.3,1,1,2020-02-19,1105,A,100,6.0NRT,310.4,82,D
9.819,36.072,337.2,1,1,2020-02-19,1105,A,82,6.0NRT,309.6,24.4,D
9.768,35.721,335.2,1,1,2020-02-19,1105,A,79,6.0NRT,310.6,19.6,D
9.614,34.663,332,1.1,1,2020-02-19,1105,A,63,6.0NRT,315.2,11.4,D
9.044,30.918,325.3,1.8,1.3,2020-02-19,1105,A,60,6.0NRT,308.1,18.2,D
9.797,35.854,328.9,1,1,2020-02-19,1105,A,63,6.0NRT,312.3,11.2,D
9.392,33.038,336.2,1.3,1.1,2020-02-19,1105,A,82,6.0NRT,307.4,37.5,D
9.391,33.027,328.6,1.3,1.1,2020-02-19,1105,A,71,6.0NRT,306,23.1,D
9.047,30.783,332,1.9,1.3,2020-02-19,1105,A,79,6.0NRT,303.8,42.7,D
8.714,28.68,336.5,2.8,1.6,2020-02-19,1105,A,83,6.0NRT,304.8,113.8,D
9.392,33.032,339.1,1.3,1.1,2020-02-19,1105,A,85,6.0NRT,308.1,43.4,D
9.648,34.642,336.7,1.1,1,2020-02-19,1105,A,79,6.0NRT,316,18.2,D
9.402,33.03,338.3,1.3,1.1,2020-02-19,1105,A,84,6.0NRT,307.2,40.1,D
8.722,28.697,324,2.7,1.6,2020-02-19,1105,A,58,6.0NRT,303.7,42.7,D
